1,2011,4,*,27.30,0,0
1,2016,6, ,28.08,0,0
2,2011,4,*,18.89,25.19,29.10
2,2013,5, ,19.43,25.91,29.93
2,2016,6, ,19.52,26.00,30.02
3,2013,5,*,0.05,0,0
3,2014,4, ,0.05,0,0
3,2014,9, ,0.00,0,0
4,2011,4,*,0.00,0,0
4,2012,8, ,0.22,0,0
4,2013,5, ,0.35,0,0
4,2014,4, ,0.75,0,0
4,2015,5, ,1.58,0,0
4,2016,5, ,2.25,0,0
